Designator,Mid X,Mid Y,Rotation,Layer
C1,168.91,-55.4,0.0,top
C2,168.91,-79.9,0.0,top
D1,171.196,-61.214,-90.0,top
D2,180.086,-52.197,90.0,top
J1,181.229,-44.958,0.0,top
J2,181.229,-79.15,0.0,top
J3,181.229,-90.17,0.0,top
J4,181.2444,-56.05,0.0,top
J5,181.229,-62.738,0.0,top
J6,181.229,-59.394,180.0,top
Q1,180.96,-71.12,90.0,top
R1,175.26,-74.93,-90.0,top
R2,175.26,-50.8,-90.0,top
RV1,162.7775,-79.996,180.0,top
RV2,163.1,-60.1,180.0,top
